region,category,parameter,mode,powertrain,year,unit,value,percentage
China,Historical,EV stock share,Trucks,EV,2016,percent,300.000.011.920.929,"30000001192092900,00%"
China,Historical,Oil displacement Mbd,Buses,EV,2016,Milion barrels per day,10.999.999.940.395,"1099999994039500,00%"
China,Historical,Oil displacement Mbd,Trucks,EV,2016,Milion barrels per day,6.899.999.920.279,"689999992027900,00%"
China,Historical,Oil displacement Mbd,Vans,EV,2016,Milion barrels per day,639.999.983.832,"63999998383200,00%"
China,Historical,Oil displacement Mbd,Cars,EV,2016,Milion barrels per day,8.200.000.040.233,"820000004023300,00%"
China,Historical,"Oil displacement, million lge",Buses,EV,2016,"Oil displacement, million lge",670,"67000,00%"
China,Historical,"Oil displacement, million lge",Trucks,EV,2016,"Oil displacement, million lge",410,"41000,00%"
China,Historical,"Oil displacement, million lge",Vans,EV,2016,"Oil displacement, million lge",38,"3800,00%"
China,Historical,"Oil displacement, million lge",Cars,EV,2016,"Oil displacement, million lge",490,"49000,00%"
Colombia,Historical,EV sales share,Cars,EV,2016,percent,23.000.000.044.704,"2300000004470400,00%"
Colombia,Historical,EV sales,Cars,PHEV,2016,Vehicles,25,"2500,00%"
Colombia,Historical,EV sales,Cars,BEV,2016,Vehicles,28,"2800,00%"
Costa Rica,Historical,EV stock,Cars,BEV,2016,Vehicles,160,"16000,00%"
Costa Rica,Historical,EV sales share,Cars,EV,2016,percent,25.000.000.372.529,"2500000037252900,00%"
Costa Rica,Historical,EV sales,Cars,BEV,2016,Vehicles,12,"1200,00%"
Czech Republic,Historical,EV sales,Cars,BEV,2016,Vehicles,200,"20000,00%"
Czech Republic,Historical,EV sales share,Cars,EV,2016,percent,79.999.998.211.861,"7999999821186100,00%"
Denmark,Historical,EV sales share,Cars,EV,2016,percent,850.000.023.841.858,"85000002384185800,00%"
Denmark,Historical,EV stock share,Cars,EV,2016,percent,400.000.005.960.465,"40000000596046500,00%"
Denmark,Historical,EV stock share,Vans,EV,2016,percent,200.000.002.980.232,"20000000298023200,00%"
Denmark,Historical,EV stock share,Trucks,EV,2016,percent,18.999.999.389.052,"1899999938905200,00%"
Denmark,Historical,EV stock share,Buses,EV,2016,percent,70.000.000.298.023,"7000000029802300,00%"
Denmark,Historical,EV sales share,Vans,EV,2016,percent,379.999.995.231.628,"37999999523162800,00%"
Denmark,Historical,EV sales share,Buses,EV,2016,percent,300.000.011.920.929,"30000001192092900,00%"
Denmark,Historical,EV stock,Trucks,BEV,2016,Vehicles,8,"800,00%"
Denmark,Historical,EV sales,Cars,PHEV,2016,Vehicles,570,"57000,00%"
Denmark,Historical,EV stock,Buses,BEV,2016,Vehicles,6,"600,00%"
Denmark,Historical,EV sales,Buses,BEV,2016,Vehicles,3,"300,00%"
Denmark,Historical,EV stock,Cars,FCEV,2016,Vehicles,68,"6800,00%"
Denmark,Historical,EV sales,Cars,FCEV,2016,Vehicles,14,"1400,00%"
Denmark,Historical,EV sales,Cars,BEV,2016,Vehicles,1300,"130000,00%"
Denmark,Historical,EV stock,Cars,BEV,2016,Vehicles,8700,"870000,00%"
Denmark,Historical,EV stock,Cars,PHEV,2016,Vehicles,1100,"110000,00%"
Denmark,Historical,EV sales,Vans,BEV,2016,Vehicles,57,"5700,00%"
Denmark,Historical,EV stock,Vans,BEV,2016,Vehicles,620,"62000,00%"
Denmark,Historical,EV sales,Vans,PHEV,2016,Vehicles,81,"8100,00%"
Denmark,Historical,EV stock,Vans,PHEV,2016,Vehicles,180,"18000,00%"
Denmark,Historical,EV charging points,EV,Publicly available fast,2016,charging points,310,"31000,00%"
Denmark,Historical,EV charging points,EV,Publicly available slow,2016,charging points,4200,"420000,00%"
Estonia,Historical,EV sales,Cars,BEV,2016,Vehicles,35,"3500,00%"
Estonia,Historical,EV sales share,Cars,EV,2016,percent,150.000.005.960.464,"15000000596046400,00%"
EU27,Historical,EV stock,Trucks,PHEV,2016,Vehicles,39,"3900,00%"
EU27,Historical,EV stock,Trucks,FCEV,2016,Vehicles,2,"200,00%"
EU27,Historical,EV stock,Trucks,BEV,2016,Vehicles,220,"22000,00%"
EU27,Historical,EV stock,Vans,PHEV,2016,Vehicles,1200,"120000,00%"
EU27,Historical,EV sales share,Buses,EV,2016,percent,170.000.004.768.372,"17000000476837200,00%"
EU27,Historical,EV sales,Cars,BEV,2016,Vehicles,54000,"5400000,00%"
EU27,Historical,EV stock,Cars,BEV,2016,Vehicles,170000,"17000000,00%"
EU27,Historical,EV sales,Cars,FCEV,2016,Vehicles,130,"13000,00%"
EU27,Historical,EV stock,Cars,FCEV,2016,Vehicles,460,"46000,00%"
EU27,Historical,EV sales,Cars,PHEV,2016,Vehicles,65000,"6500000,00%"
EU27,Historical,EV sales share,Trucks,EV,2016,percent,17.000.000.923.872,"1700000092387200,00%"
EU27,Historical,EV stock share,Trucks,EV,2016,percent,5.599.999.800.324,"559999980032400,00%"
EU27,Historical,EV charging points,EV,Publicly available fast,2016,charging points,3100,"310000,00%"
EU27,Historical,EV sales,Buses,BEV,2016,Vehicles,470,"47000,00%"
EU27,Historical,EV stock,Buses,BEV,2016,Vehicles,1500,"150000,00%"
EU27,Historical,EV sales,Vans,BEV,2016,Vehicles,10000,"1000000,00%"
EU27,Historical,EV stock,Vans,BEV,2016,Vehicles,45000,"4500000,00%"
EU27,Historical,EV sales,Vans,FCEV,2016,Vehicles,99,"9900,00%"
EU27,Historical,EV stock,Vans,FCEV,2016,Vehicles,160,"16000,00%"
EU27,Historical,EV stock,Buses,PHEV,2016,Vehicles,310,"31000,00%"
EU27,Historical,EV sales,Vans,PHEV,2016,Vehicles,81,"8100,00%"
EU27,Historical,EV charging points,EV,Publicly available slow,2016,charging points,72000,"7200000,00%"
EU27,Historical,EV stock,Buses,FCEV,2016,Vehicles,27,"2700,00%"
EU27,Historical,EV sales,Buses,FCEV,2016,Vehicles,27,"2700,00%"
EU27,Historical,EV sales,Buses,PHEV,2016,Vehicles,150,"15000,00%"
EU27,Historical,EV stock share,Buses,EV,2016,percent,28.999.999.165.535,"2899999916553500,00%"
EU27,Historical,EV sales share,Vans,EV,2016,percent,0.75,0.75
EU27,Historical,EV stock share,Vans,EV,2016,percent,180.000.007.152.557,"18000000715255700,00%"
EU27,Historical,EV sales share,Cars,EV,2016,percent,980.000.019.073.486,"98000001907348600,00%"
EU27,Historical,EV stock share,Cars,EV,2016,percent,170.000.001.788.139,"17000000178813900,00%"
EU27,Historical,EV stock,Cars,PHEV,2016,Vehicles,190000,"19000000,00%"
EU27,Historical,EV sales,Trucks,BEV,2016,Vehicles,54,"5400,00%"
Europe,Historical,EV sales,Buses,BEV,2016,Vehicles,570,"57000,00%"
Europe,Historical,EV stock,Buses,BEV,2016,Vehicles,5100,"510000,00%"
Europe,Historical,EV sales,Buses,FCEV,2016,Vehicles,52,"5200,00%"
Europe,Historical,EV sales,Vans,BEV,2016,Vehicles,12000,"1200000,00%"
Europe,Historical,EV stock,Buses,PHEV,2016,Vehicles,460,"46000,00%"
Europe,Historical,EV stock,Buses,FCEV,2016,Vehicles,31,"3100,00%"
Europe,Historical,EV sales,Buses,PHEV,2016,Vehicles,280,"28000,00%"
Europe,Historical,EV sales,Vans,FCEV,2016,Vehicles,99,"9900,00%"
Europe,Historical,EV stock,Vans,BEV,2016,Vehicles,53000,"5300000,00%"
Europe,Historical,EV stock,Vans,FCEV,2016,Vehicles,160,"16000,00%"
Europe,Historical,EV sales,Vans,PHEV,2016,Vehicles,160,"16000,00%"
Europe,Historical,EV stock,Vans,PHEV,2016,Vehicles,1400,"140000,00%"
Europe,Historical,EV sales,Cars,BEV,2016,Vehicles,93000,"9300000,00%"
Europe,Historical,EV stock,Cars,BEV,2016,Vehicles,300000,"30000000,00%"
Europe,Historical,EV sales,Cars,FCEV,2016,Vehicles,180,"18000,00%"
Europe,Historical,EV stock,Cars,FCEV,2016,Vehicles,540,"54000,00%"
Europe,Historical,EV sales,Cars,PHEV,2016,Vehicles,120000,"12000000,00%"
Europe,Historical,EV stock,Cars,PHEV,2016,Vehicles,290000,"29000000,00%"
Europe,Historical,EV sales,Trucks,BEV,2016,Vehicles,62,"6200,00%"
Europe,Historical,Electricity demand,Buses,EV,2016,GWh,240,"24000,00%"
Europe,Historical,Electricity demand,Trucks,EV,2016,GWh,12,"1200,00%"
Europe,Historical,Electricity demand,Vans,EV,2016,GWh,250,"25000,00%"
Europe,Historical,Electricity demand,Cars,EV,2016,GWh,1100,"110000,00%"
Europe,Historical,EV stock,Trucks,PHEV,2016,Vehicles,39,"3900,00%"
Europe,Historical,EV stock,Trucks,FCEV,2016,Vehicles,2,"200,00%"
Europe,Historical,EV stock,Trucks,BEV,2016,Vehicles,640,"64000,00%"
Europe,Historical,EV stock share,Buses,EV,2016,percent,360.000.014.305.115,"36000001430511500,00%"
Europe,Historical,EV sales share,Vans,EV,2016,percent,589.999.973.773.956,"58999997377395600,00%"
Europe,Historical,EV stock share,Vans,EV,2016,percent,159.999.996.423.721,"15999999642372100,00%"
Europe,Historical,EV sales share,Buses,EV,2016,percent,920.000.016.689.301,"92000001668930100,00%"
Europe,Historical,EV sales share,Cars,EV,2016,percent,120.000.004.768.372,"12000000476837200,00%"
Europe,Historical,EV charging points,EV,Publicly available fast,2016,charging points,5700,"570000,00%"
Europe,Historical,EV charging points,EV,Publicly available slow,2016,charging points,94000,"9400000,00%"
Europe,Historical,EV stock share,Cars,EV,2016,percent,219.999.998.807.907,"21999999880790700,00%"
Europe,Historical,EV sales share,Trucks,EV,2016,percent,12.000.000.104.308,"1200000010430800,00%"
Europe,Historical,EV stock share,Trucks,EV,2016,percent,9.700.000.286.102,"970000028610200,00%"
Europe,Historical,Oil displacement Mbd,Buses,EV,2016,Milion barrels per day,34.999.998.752,"3499999875200,00%"
Europe,Historical,Oil displacement Mbd,Trucks,EV,2016,Milion barrels per day,"4,20E+09","419999996665,87%"
Europe,Historical,Oil displacement Mbd,Vans,EV,2016,Milion barrels per day,2.199.999.988.079,"219999998807900,00%"
Europe,Historical,Oil displacement Mbd,Cars,EV,2016,Milion barrels per day,7.100.000.046.194,"710000004619400,00%"
Europe,Historical,"Oil displacement, million lge",Buses,EV,2016,"Oil displacement, million lge",20,"2000,00%"
Europe,Historical,"Oil displacement, million lge",Trucks,EV,2016,"Oil displacement, million lge",2.5,"4541400,00%"
Europe,Historical,"Oil displacement, million lge",Vans,EV,2016,"Oil displacement, million lge",130,"13000,00%"
Europe,Historical,"Oil displacement, million lge",Cars,EV,2016,"Oil displacement, million lge",410,"41000,00%"
Finland,Historical,EV charging points,EV,Publicly available fast,2016,charging points,140,"14000,00%"
Finland,Historical,EV charging points,EV,Publicly available slow,2016,charging points,710,"71000,00%"
Finland,Historical,EV stock,Cars,BEV,2016,Vehicles,840,"84000,00%"
Finland,Historical,EV sales,Cars,BEV,2016,Vehicles,220,"22000,00%"
Finland,Historical,EV sales,Cars,PHEV,2016,Vehicles,1200,"120000,00%"
Finland,Historical,EV stock,Cars,PHEV,2016,Vehicles,2400,"240000,00%"
Finland,Historical,EV stock,Buses,BEV,2016,Vehicles,13,"1300,00%"
Finland,Historical,EV stock,Buses,PHEV,2016,Vehicles,13,"1300,00%"
Finland,Historical,EV sales share,Cars,EV,2016,percent,120.000.004.768.372,"12000000476837200,00%"
Finland,Historical,EV stock share,Cars,EV,2016,percent,119.999.997.317.791,"11999999731779100,00%"
Finland,Historical,EV stock share,Buses,EV,2016,percent,239.999.994.635.582,"23999999463558200,00%"
France,Historical,EV charging points,EV,Publicly available fast,2016,charging points,1000,"100000,00%"
France,Historical,EV charging points,EV,Publicly available slow,2016,charging points,19000,"1900000,00%"
France,Historical,EV sales,Buses,BEV,2016,Vehicles,74,"7400,00%"
France,Historical,EV sales,Cars,PHEV,2016,Vehicles,7600,"760000,00%"
France,Historical,EV stock,Cars,PHEV,2016,Vehicles,17000,"1700000,00%"
France,Historical,EV sales,Trucks,BEV,2016,Vehicles,6,"600,00%"
France,Historical,EV stock,Trucks,BEV,2016,Vehicles,58,"5800,00%"
France,Historical,EV stock,Vans,PHEV,2016,Vehicles,1000,"100000,00%"
France,Historical,EV stock,Cars,FCEV,2016,Vehicles,46,"4600,00%"
France,Historical,EV sales,Cars,FCEV,2016,Vehicles,34,"3400,00%"
France,Historical,EV sales,Cars,BEV,2016,Vehicles,23000,"2300000,00%"
France,Historical,EV stock,Cars,BEV,2016,Vehicles,67000,"6700000,00%"
France,Historical,EV sales share,Buses,EV,2016,percent,120.000.004.768.372,"12000000476837200,00%"
France,Historical,EV stock share,Buses,EV,2016,percent,0.25,0.25
France,Historical,EV sales share,Vans,EV,2016,percent,189.999.997.615.814,"18999999761581400,00%"
France,Historical,EV stock share,Vans,EV,2016,percent,46.000.000.834.465,"4600000083446500,00%"
France,Historical,EV sales,Vans,FCEV,2016,Vehicles,99,"9900,00%"
France,Historical,EV sales,Buses,PHEV,2016,Vehicles,1,"100,00%"
France,Historical,EV stock,Vans,BEV,2016,Vehicles,27000,"2700000,00%"
France,Historical,EV sales,Vans,BEV,2016,Vehicles,5500,"550000,00%"
France,Historical,EV stock,Buses,PHEV,2016,Vehicles,1,"100,00%"
France,Historical,EV stock,Buses,BEV,2016,Vehicles,250,"25000,00%"
France,Historical,EV stock,Vans,FCEV,2016,Vehicles,150,"15000,00%"
France,Historical,EV sales share,Cars,EV,2016,percent,139.999.997.615.814,"13999999761581400,00%"
France,Historical,EV stock share,Cars,EV,2016,percent,259.999.990.463.257,"25999999046325700,00%"
France,Historical,EV stock share,Trucks,EV,2016,percent,9.899.999.946.356,"989999994635600,00%"
France,Historical,EV sales share,Trucks,EV,2016,percent,13.000.000.268.221,"1300000026822100,00%"
Germany,Historical,EV stock,Vans,PHEV,2016,Vehicles,4,"400,00%"
Germany,Historical,EV sales,Vans,BEV,2016,Vehicles,2400,"240000,00%"
Germany,Historical,EV stock,Buses,PHEV,2016,Vehicles,120,"12000,00%"
Germany,Historical,EV stock,Vans,BEV,2016,Vehicles,6200,"620000,00%"
Germany,Historical,EV sales,Buses,PHEV,2016,Vehicles,120,"12000,00%"
Germany,Historical,EV charging points,EV,Publicly available fast,2016,charging points,630,"63000,00%"
Germany,Historical,EV charging points,EV,Publicly available slow,2016,charging points,5800,"580000,00%"
Germany,Historical,EV sales,Buses,BEV,2016,Vehicles,110,"11000,00%"
Germany,Historical,EV stock,Buses,BEV,2016,Vehicles,110,"11000,00%"
Germany,Historical,EV sales,Buses,FCEV,2016,Vehicles,16,"1600,00%"
Germany,Historical,EV sales,Cars,PHEV,2016,Vehicles,13000,"1300000,00%"
Germany,Historical,EV stock,Cars,FCEV,2016,Vehicles,180,"18000,00%"
Germany,Historical,EV sales share,Buses,EV,2016,percent,340.000.009.536.743,"34000000953674300,00%"
Germany,Historical,EV stock share,Buses,EV,2016,percent,28.999.999.165.535,"2899999916553500,00%"
Germany,Historical,EV sales,Cars,BEV,2016,Vehicles,11000,"1100000,00%"
Germany,Historical,EV stock,Cars,BEV,2016,Vehicles,34000,"3400000,00%"
Germany,Historical,EV sales share,Vans,EV,2016,percent,97.000.002.861.023,"9700000286102300,00%"
Germany,Historical,EV stock share,Vans,EV,2016,percent,0.25,0.25
Germany,Historical,EV sales share,Cars,EV,2016,percent,740.000.009.536.743,"74000000953674300,00%"
Germany,Historical,EV stock share,Cars,EV,2016,percent,140.000.000.596.046,"14000000059604600,00%"
Germany,Historical,EV stock,Cars,PHEV,2016,Vehicles,32000,"3200000,00%"
Greece,Historical,EV sales,Cars,PHEV,2016,Vehicles,56,"5600,00%"
Greece,Historical,EV stock,Cars,BEV,2016,Vehicles,140,"14000,00%"
Greece,Historical,EV sales,Cars,BEV,2016,Vehicles,41,"4100,00%"
Greece,Historical,EV sales share,Cars,EV,2016,percent,119.999.997.317.791,"11999999731779100,00%"
Greece,Historical,EV stock,Cars,PHEV,2016,Vehicles,78,"7800,00%"
Greece,Historical,EV stock share,Cars,EV,2016,percent,4.999.999.888.241,"499999988824100,00%"
Greece,Historical,EV charging points,EV,Publicly available fast,2016,charging points,2,"200,00%"
Greece,Historical,EV charging points,EV,Publicly available slow,2016,charging points,15,"1500,00%"
Hungary,Historical,EV sales,Cars,BEV,2016,Vehicles,170,"17000,00%"
Hungary,Historical,EV sales,Cars,PHEV,2016,Vehicles,170,"17000,00%"
Hungary,Historical,EV sales share,Cars,EV,2016,percent,360.000.014.305.115,"36000001430511500,00%"
Iceland,Historical,EV stock,Cars,BEV,2016,Vehicles,960,"96000,00%"
Iceland,Historical,EV stock,Cars,FCEV,2016,Vehicles,3,"300,00%"
Iceland,Historical,EV sales,Cars,PHEV,2016,Vehicles,780,"78000,00%"
Iceland,Historical,EV stock,Cars,PHEV,2016,Vehicles,600,"60000,00%"
Iceland,Historical,EV stock share,Cars,EV,2016,percent,0.75,0.75
Iceland,Historical,EV sales share,Cars,EV,2016,percent,630.000.019.073.486,"63000001907348600,00%"
Iceland,Historical,EV sales,Cars,BEV,2016,Vehicles,380,"38000,00%"
Iceland,Historical,EV charging points,EV,Publicly available fast,2016,charging points,40,"4000,00%"
Iceland,Historical,EV charging points,EV,Publicly available slow,2016,charging points,11,"1100,00%"
India,Historical,EV stock share,Buses,EV,2016,percent,5.200.000.014.156,"520000001415600,00%"
India,Historical,EV sales share,Buses,EV,2016,percent,27.000.000.700.355,"2700000070035500,00%"
India,Historical,EV sales share,Vans,EV,2016,percent,56.000.001.728.535,"5600000172853500,00%"
India,Historical,EV stock share,Vans,EV,2016,percent,3.199.999.919.161,"319999991916100,00%"
India,Historical,EV sales,Buses,BEV,2016,Vehicles,25,"2500,00%"
India,Historical,EV stock,Buses,BEV,2016,Vehicles,100,"10000,00%"
India,Historical,EV sales,Cars,BEV,2016,Vehicles,730,"73000,00%"
India,Historical,EV stock,Cars,BEV,2016,Vehicles,4800,"480000,00%"
India,Historical,EV sales share,Cars,EV,2016,percent,26.000.000.536.442,"2600000053644200,00%"
India,Historical,EV stock share,Cars,EV,2016,percent,14.999.999.664.724,"1499999966472400,00%"
India,Historical,EV sales,Vans,BEV,2016,Vehicles,180,"18000,00%"
India,Historical,EV stock,Vans,BEV,2016,Vehicles,180,"18000,00%"
India,Historical,Oil displacement Mbd,Buses,EV,2016,Milion barrels per day,"2,40E+09","240000008489,01%"
India,Historical,Oil displacement Mbd,Vans,EV,2016,Milion barrels per day,"8,90E+08","88999995568,88%"
India,Historical,Oil displacement Mbd,Cars,EV,2016,Milion barrels per day,"8,40E+08","83999999333,17%"
India,Historical,"Oil displacement, million lge",Buses,EV,2016,"Oil displacement, million lge",139.999.997.615.814,"13999999761581400,00%"
India,Historical,"Oil displacement, million lge",Vans,EV,2016,"Oil displacement, million lge",509.999.990.463.257,"50999999046325700,00%"
India,Historical,"Oil displacement, million lge",Cars,EV,2016,"Oil displacement, million lge",480.000.019.073.486,"48000001907348600,00%"
India,Historical,EV charging points,EV,Publicly available fast,2016,charging points,25,"2500,00%"
Ireland,Historical,EV sales,Cars,PHEV,2016,Vehicles,300,"30000,00%"
Ireland,Historical,EV sales,Cars,BEV,2016,Vehicles,390,"39000,00%"
Ireland,Historical,EV sales share,Cars,EV,2016,percent,469.999.998.807.907,"46999999880790700,00%"
Israel,Historical,EV charging points,EV,Publicly available fast,2016,charging points,100.000.001.490.116,"10000000149011600,00%"
Israel,Historical,EV charging points,EV,Publicly available slow,2016,charging points,100.000.001.490.116,"10000000149011600,00%"
Israel,Historical,EV sales,Cars,BEV,2016,Vehicles,5,"500,00%"
Israel,Historical,EV stock,Cars,BEV,2016,Vehicles,1200,"120000,00%"
Israel,Historical,EV sales,Cars,PHEV,2016,Vehicles,63,"6300,00%"
Israel,Historical,EV stock,Cars,PHEV,2016,Vehicles,200,"20000,00%"
Israel,Historical,EV sales share,Cars,EV,2016,percent,21.999.999.880.791,"2199999988079100,00%"
